id_viaje,id_socio,num_economico,distancia,tiempo,fecha
v-015735,s-0141,eco-0276,1.8,11,2021-05-28
v-015736,s-0142,eco-0052,2.46,10,2021-12-10
v-015737,s-0115,eco-0267,2.11,5,2021-12-19
v-015738,s-0019,eco-0031,2.23,8,2021-01-17
v-015739,s-0084,eco-0498,15.18,48,2021-01-20
v-015740,s-0117,eco-0083,3.7,10,2021-09-09
v-015741,s-0073,eco-0341,2.02,12,2021-02-04
v-015742,s-0051,eco-0348,1.5,10,2021-08-16
v-015743,s-0113,eco-0235,11.68,43,2021-09-11
v-015744,s-0175,eco-0028,1.82,8,2021-04-13
v-015745,s-0015,eco-0025,2.36,12,2021-04-03
v-015746,s-0187,eco-0195,8.6,39,2021-02-24
v-015747,s-0192,eco-0475,2.04,11,2021-10-06
v-015748,s-0108,eco-0091,3.5,10,2021-05-07
v-015749,s-0028,eco-0397,12.81,48,2021-11-18
v-015750,s-0083,eco-0264,11.71,42,2021-03-17
v-015751,s-0109,eco-0121,3.61,10,2021-11-18
v-015752,s-0037,eco-0119,1.96,5,2021-06-30
v-015753,s-0193,eco-0403,1.62,10,2021-01-02
v-015754,s-0087,eco-0362,3.24,9,2021-01-17
v-015755,s-0127,eco-0258,15.0,42,2021-09-22
v-015756,s-0008,eco-0062,2.19,11,2021-10-13
v-015757,s-0017,eco-0281,0.34,10,2021-10-22
v-015758,s-0042,eco-0265,1.61,9,2021-11-06
v-015759,s-0013,eco-0447,3.21,9,2021-11-15
v-015760,s-0006,eco-0287,8.29,53,2021-05-20
v-015761,s-0041,eco-0123,0.1,9,2021-06-01
v-015762,s-0037,eco-0368,1.78,7,2021-04-27
v-015763,s-0062,eco-0242,0.67,11,2021-10-27
v-015764,s-0109,eco-0084,2.6,12,2021-11-28
v-015765,s-0118,eco-0088,2.19,9,2021-10-18
v-015766,s-0198,eco-0288,1.31,10,2021-10-10
v-015767,s-0185,eco-0179,0.59,8,2021-10-09
v-015768,s-0159,eco-0330,16.4,49,2021-12-21
v-015769,s-0044,eco-0020,1.3,10,2021-05-20
v-015770,s-0004,eco-0273,2.14,9,2021-11-14
v-015771,s-0055,eco-0183,0.84,46,2021-04-11
v-015772,s-0026,eco-0425,0.55,10,2021-02-22
v-015773,s-0076,eco-0196,3.61,12,2021-04-24
v-015774,s-0112,eco-0268,3.77,12,2021-04-25
v-015775,s-0004,eco-0167,11.97,49,2021-09-14
v-015776,s-0078,eco-0306,0.25,9,2021-02-28
v-015777,s-0075,eco-0067,2.75,10,2021-01-28
v-015778,s-0005,eco-0392,4.31,10,2021-01-13
v-015779,s-0178,eco-0451,3.6,8,2021-02-28
v-015780,s-0145,eco-0298,2.78,11,2021-12-27
v-015781,s-0006,eco-0455,1.95,9,2021-09-14
v-015782,s-0197,eco-0147,1.83,10,2021-02-23
v-015783,s-0062,eco-0200,9.31,45,2021-06-16
v-015784,s-0037,eco-0436,2.18,8,2021-08-25
v-015785,s-0122,eco-0283,1.24,7,2021-11-01
v-015786,s-0004,eco-0122,8.4,41,2021-11-03
v-015787,s-0008,eco-0001,0.87,9,2021-01-07
v-015788,s-0083,eco-0499,0.47,9,2021-10-01
v-015789,s-0034,eco-0052,1.94,11,2021-06-02
v-015790,s-0088,eco-0075,1.8,8,2021-04-20
v-015791,s-0148,eco-0013,8.55,48,2021-04-11
v-015792,s-0073,eco-0486,0.38,7,2021-03-19
v-015793,s-0118,eco-0270,9.3,41,2021-12-26
v-015794,s-0073,eco-0147,2.55,5,2021-07-01
v-015795,s-0192,eco-0425,19.95,46,2021-01-15
v-015796,s-0113,eco-0161,3.11,7,2021-04-21
v-015797,s-0186,eco-0080,0.79,11,2021-10-05
v-015798,s-0052,eco-0148,2.59,7,2021-12-29
v-015799,s-0156,eco-0202,0.3,11,2021-12-08
v-015800,s-0198,eco-0320,2.95,9,2021-07-13
v-015801,s-0026,eco-0288,8.81,42,2021-03-31
v-015802,s-0125,eco-0216,2.07,10,2021-02-07
v-015803,s-0082,eco-0239,1.82,8,2021-09-11
v-015804,s-0053,eco-0249,1.74,8,2021-09-06
v-015805,s-0088,eco-0418,2.43,41,2021-04-13
v-015806,s-0156,eco-0175,4.93,43,2021-11-23
v-015807,s-0026,eco-0329,10.87,44,2021-12-11
v-015808,s-0118,eco-0184,17.26,45,2021-02-12
v-015809,s-0108,eco-0274,12.7,47,2021-12-31
v-015810,s-0114,eco-0307,2.13,9,2021-03-04
v-015811,s-0059,eco-0035,14.69,47,2021-02-21
v-015812,s-0068,eco-0079,9.79,40,2021-04-11
v-015813,s-0187,eco-0222,1.09,10,2021-03-19
v-015814,s-0004,eco-0280,7.68,44,2021-03-23
v-015815,s-0142,eco-0457,2.76,11,2021-04-20
v-015816,s-0065,eco-0276,2.99,15,2021-11-21
v-015817,s-0070,eco-0351,1.95,8,2021-12-14
v-015818,s-0181,eco-0272,0.34,11,2021-03-11
v-015819,s-0010,eco-0352,1.08,10,2021-07-07
v-015820,s-0042,eco-0277,2.14,11,2021-06-04
v-015821,s-0033,eco-0391,2.06,8,2021-12-25
v-015822,s-0113,eco-0185,1.87,12,2021-05-14
v-015823,s-0127,eco-0419,2.13,43,2021-03-23
v-015824,s-0015,eco-0032,1.77,13,2021-06-25
v-015825,s-0081,eco-0043,13.01,43,2021-01-15
v-015826,s-0145,eco-0144,4.34,8,2021-10-14
v-015827,s-0103,eco-0260,1.17,8,2021-02-17
v-015828,s-0066,eco-0238,2.57,11,2021-09-19
v-015829,s-0015,eco-0228,3.73,11,2021-09-20
v-015830,s-0078,eco-0466,7.92,46,2021-12-09
v-015831,s-0066,eco-0038,1.89,14,2021-02-03
v-015832,s-0004,eco-0078,12.06,41,2021-03-15
v-015833,s-0057,eco-0257,0.05,13,2021-06-21
v-015834,s-0086,eco-0009,6.32,47,2021-11-28
v-015835,s-0067,eco-0140,7.04,44,2021-10-07
v-015836,s-0025,eco-0334,2.6,9,2021-02-13
v-015837,s-0033,eco-0273,3.35,12,2021-09-12
v-015838,s-0145,eco-0466,6.97,48,2021-06-25
v-015839,s-0021,eco-0068,1.17,9,2021-09-22
v-015840,s-0056,eco-0251,2.82,12,2021-01-10
v-015841,s-0199,eco-0336,10.37,48,2021-09-25
v-015842,s-0165,eco-0267,2.9,9,2021-04-23
v-015843,s-0176,eco-0134,10.65,41,2021-06-23
v-015844,s-0118,eco-0278,3.0,10,2021-02-13
v-015845,s-0119,eco-0004,2.83,8,2021-11-11
v-015846,s-0071,eco-0151,12.59,47,2021-12-28
v-015847,s-0112,eco-0495,11.34,39,2021-02-16
v-015848,s-0181,eco-0435,2.69,8,2021-12-21
v-015849,s-0159,eco-0159,4.16,8,2021-01-04
v-015850,s-0117,eco-0391,3.35,45,2021-10-10
v-015851,s-0149,eco-0017,2.14,11,2021-01-18
v-015852,s-0107,eco-0307,9.92,46,2021-04-22
v-015853,s-0062,eco-0494,2.2,8,2021-09-28
v-015854,s-0178,eco-0031,2.34,11,2021-12-18
v-015855,s-0001,eco-0500,4.61,37,2021-05-28
v-015856,s-0183,eco-0253,3.09,10,2021-01-26
v-015857,s-0122,eco-0167,1.66,8,2021-07-04
v-015858,s-0022,eco-0331,12.51,46,2021-10-09
v-015859,s-0142,eco-0041,1.2,9,2021-08-04
v-015860,s-0179,eco-0261,1.94,10,2021-03-27
v-015861,s-0039,eco-0458,1.43,12,2021-08-04
v-015862,s-0168,eco-0203,0.49,6,2021-01-06
v-015863,s-0123,eco-0152,9.69,45,2021-05-08
v-015864,s-0034,eco-0414,2.47,10,2021-02-03
v-015865,s-0157,eco-0278,2.44,5,2021-06-07
v-015866,s-0102,eco-0472,1.24,14,2021-10-08
v-015867,s-0144,eco-0445,3.76,9,2021-04-14
v-015868,s-0054,eco-0078,1.46,8,2021-11-05
v-015869,s-0056,eco-0289,2.99,9,2021-12-18
v-015870,s-0041,eco-0248,1.99,10,2021-08-24
v-015871,s-0040,eco-0131,1.79,10,2021-02-06
v-015872,s-0002,eco-0430,1.93,8,2021-01-26
v-015873,s-0104,eco-0480,5.03,14,2021-10-14
v-015874,s-0152,eco-0212,1.05,12,2021-02-20
v-015875,s-0059,eco-0155,2.48,11,2021-11-21
v-015876,s-0142,eco-0329,2.16,13,2021-07-24
v-015877,s-0123,eco-0050,0.9,43,2021-11-26
v-015878,s-0189,eco-0076,0.96,12,2021-02-12
v-015879,s-0156,eco-0334,7.17,38,2021-12-05
v-015880,s-0010,eco-0413,1.88,45,2021-01-14
v-015881,s-0138,eco-0276,11.7,42,2021-04-15
v-015882,s-0167,eco-0152,2.76,8,2021-11-30
v-015883,s-0176,eco-0203,9.43,49,2021-03-18
v-015884,s-0156,eco-0011,0.44,9,2021-06-13
v-015885,s-0013,eco-0376,10.54,40,2021-11-01
v-015886,s-0021,eco-0459,5.62,46,2021-08-30
v-015887,s-0193,eco-0182,2.02,8,2021-10-20
v-015888,s-0067,eco-0076,2.23,11,2021-02-18
v-015889,s-0167,eco-0239,0.8,10,2021-08-03
v-015890,s-0180,eco-0335,8.31,44,2021-01-07
v-015891,s-0131,eco-0311,1.17,10,2021-10-10
v-015892,s-0138,eco-0385,1.97,42,2021-09-29
v-015893,s-0021,eco-0008,2.14,10,2021-10-14
v-015894,s-0142,eco-0202,2.03,12,2021-09-14
v-015895,s-0139,eco-0164,1.85,4,2021-05-10
v-015896,s-0183,eco-0418,9.49,40,2021-08-22
v-015897,s-0129,eco-0299,2.22,9,2021-10-28
v-015898,s-0064,eco-0282,0.14,7,2021-03-29
v-015899,s-0191,eco-0407,10.59,45,2021-08-23
v-015900,s-0026,eco-0259,2.15,10,2021-03-11
v-015901,s-0102,eco-0434,12.03,38,2021-06-19
v-015902,s-0180,eco-0463,2.29,12,2021-03-18
v-015903,s-0071,eco-0179,0.57,11,2021-07-15
v-015904,s-0186,eco-0233,1.93,7,2021-07-02
v-015905,s-0072,eco-0494,2.52,11,2021-01-23
v-015906,s-0178,eco-0103,5.04,44,2021-04-12
v-015907,s-0065,eco-0393,1.05,11,2021-07-21
v-015908,s-0106,eco-0228,3.11,10,2021-12-02
v-015909,s-0198,eco-0279,0.24,10,2021-05-22
v-015910,s-0148,eco-0401,3.32,7,2021-08-14
v-015911,s-0162,eco-0244,2.72,9,2021-08-30
v-015912,s-0180,eco-0062,9.97,37,2021-03-18
v-015913,s-0159,eco-0065,1.42,10,2021-11-20
v-015914,s-0191,eco-0073,3.71,10,2021-07-20
v-015915,s-0077,eco-0493,2.41,8,2021-09-29
v-015916,s-0165,eco-0176,1.27,7,2021-02-09
v-015917,s-0042,eco-0080,11.85,42,2021-02-18
v-015918,s-0103,eco-0088,0.34,8,2021-10-26
v-015919,s-0034,eco-0284,3.49,11,2021-07-07
v-015920,s-0022,eco-0301,10.18,50,2021-04-10
v-015921,s-0139,eco-0132,1.23,11,2021-02-27
v-015922,s-0034,eco-0320,3.73,7,2021-10-05
v-015923,s-0042,eco-0162,14.56,45,2021-07-08
v-015924,s-0189,eco-0399,3.46,10,2021-02-10
v-015925,s-0129,eco-0303,1.98,8,2021-05-14
v-015926,s-0059,eco-0331,3.88,10,2021-08-08
v-015927,s-0057,eco-0463,3.57,10,2021-07-02
v-015928,s-0066,eco-0265,0.55,11,2021-11-24
v-015929,s-0106,eco-0161,6.36,43,2021-05-31
v-015930,s-0199,eco-0365,2.17,11,2021-06-07
v-015931,s-0126,eco-0187,1.87,9,2021-02-05
v-015932,s-0075,eco-0054,2.27,9,2021-09-25
v-015933,s-0071,eco-0479,3.41,10,2021-06-12
v-015934,s-0142,eco-0452,2.14,8,2021-02-11
v-015935,s-0023,eco-0275,9.92,44,2021-03-17
v-015936,s-0001,eco-0448,2.89,14,2021-08-30
v-015937,s-0186,eco-0423,3.15,10,2021-07-05
v-015938,s-0028,eco-0046,3.37,7,2021-08-16
v-015939,s-0026,eco-0292,1.9,10,2021-04-02
v-015940,s-0131,eco-0339,2.39,14,2021-04-26
v-015941,s-0102,eco-0156,9.64,48,2021-01-10
v-015942,s-0082,eco-0297,2.92,11,2021-11-30
v-015943,s-0072,eco-0320,12.04,44,2021-06-06
v-015944,s-0137,eco-0389,1.29,13,2021-08-13
v-015945,s-0187,eco-0097,6.35,47,2021-02-08
v-015946,s-0079,eco-0425,0.91,11,2021-02-12
v-015947,s-0181,eco-0068,3.26,12,2021-10-17
v-015948,s-0016,eco-0021,18.45,42,2021-01-16
v-015949,s-0165,eco-0182,19.31,44,2021-01-12
v-015950,s-0047,eco-0274,19.61,38,2021-11-12
v-015951,s-0118,eco-0289,5.55,9,2021-11-25
v-015952,s-0174,eco-0089,1.17,7,2021-09-22
v-015953,s-0102,eco-0357,1.25,13,2021-12-10
v-015954,s-0101,eco-0203,3.81,9,2021-02-28
v-015955,s-0182,eco-0478,2.53,10,2021-10-13
v-015956,s-0008,eco-0080,10.55,45,2021-04-19
v-015957,s-0008,eco-0097,11.26,48,2021-06-15
v-015958,s-0093,eco-0431,10.96,41,2021-02-13
v-015959,s-0049,eco-0460,1.39,8,2021-01-30
v-015960,s-0141,eco-0255,1.82,11,2021-11-20
v-015961,s-0185,eco-0223,18.39,48,2021-09-28
v-015962,s-0045,eco-0013,14.19,42,2021-08-18
v-015963,s-0175,eco-0356,1.82,13,2021-02-09
v-015964,s-0127,eco-0451,7.57,49,2021-12-24
v-015965,s-0102,eco-0242,0.26,10,2021-11-08
v-015966,s-0172,eco-0252,1.53,13,2021-12-02
v-015967,s-0065,eco-0010,3.18,12,2021-04-16
v-015968,s-0198,eco-0030,2.21,9,2021-05-14
v-015969,s-0181,eco-0060,2.27,12,2021-03-12
v-015970,s-0018,eco-0091,12.22,39,2021-06-18
v-015971,s-0017,eco-0336,1.57,13,2021-09-23
v-015972,s-0168,eco-0105,2.89,8,2021-04-12
v-015973,s-0103,eco-0231,9.27,47,2021-05-27
v-015974,s-0063,eco-0436,1.71,10,2021-11-24
v-015975,s-0059,eco-0121,2.37,11,2021-03-28
v-015976,s-0005,eco-0045,1.22,13,2021-08-31
v-015977,s-0011,eco-0241,1.39,9,2021-01-08
v-015978,s-0066,eco-0106,4.66,45,2021-01-12
v-015979,s-0160,eco-0374,3.66,7,2021-07-23
v-015980,s-0183,eco-0347,6.64,43,2021-08-14
v-015981,s-0120,eco-0132,8.65,45,2021-06-20
v-015982,s-0082,eco-0389,3.54,10,2021-10-20
v-015983,s-0037,eco-0238,1.83,10,2021-12-23
v-015984,s-0171,eco-0338,0.89,10,2021-02-28
v-015985,s-0169,eco-0116,2.17,10,2021-08-03
v-015986,s-0065,eco-0219,2.1,11,2021-12-19
v-015987,s-0081,eco-0371,5.62,43,2021-05-03
v-015988,s-0002,eco-0105,3.84,9,2021-07-20
v-015989,s-0122,eco-0307,1.35,11,2021-01-21
v-015990,s-0055,eco-0166,3.22,7,2021-09-30
v-015991,s-0108,eco-0416,2.56,9,2021-03-11
v-015992,s-0114,eco-0237,2.52,8,2021-03-14
v-015993,s-0093,eco-0161,2.79,12,2021-04-17
v-015994,s-0023,eco-0227,1.57,11,2021-10-03
v-015995,s-0034,eco-0102,0.52,8,2021-02-03
v-015996,s-0037,eco-0090,2.07,8,2021-10-27
v-015997,s-0181,eco-0062,2.29,7,2021-07-30
v-015998,s-0109,eco-0239,1.63,13,2021-03-05
v-015999,s-0057,eco-0023,3.61,9,2021-06-28
v-016000,s-0141,eco-0408,2.01,10,2021-06-04
v-016001,s-0097,eco-0377,2.46,11,2021-10-30
v-016002,s-0001,eco-0013,2.64,10,2021-02-28
v-016003,s-0184,eco-0470,2.86,12,2021-12-31
v-016004,s-0028,eco-0074,2.18,9,2021-01-11
v-016005,s-0085,eco-0048,5.59,45,2021-11-05
v-016006,s-0004,eco-0092,1.42,8,2021-08-27
v-016007,s-0109,eco-0040,2.46,6,2021-07-29
v-016008,s-0083,eco-0449,1.29,8,2021-09-24
v-016009,s-0051,eco-0067,14.14,44,2021-08-20
v-016010,s-0006,eco-0398,1.42,8,2021-12-04
v-016011,s-0042,eco-0003,3.68,12,2021-11-10
v-016012,s-0008,eco-0301,10.08,43,2021-12-13
v-016013,s-0156,eco-0458,1.11,12,2021-02-01
v-016014,s-0067,eco-0069,4.69,51,2021-09-12
v-016015,s-0157,eco-0335,0.67,6,2021-10-25
v-016016,s-0137,eco-0025,0.85,9,2021-03-29
v-016017,s-0087,eco-0102,11.97,41,2021-09-21
v-016018,s-0005,eco-0412,8.1,40,2021-05-04
v-016019,s-0167,eco-0256,2.08,10,2021-02-13
v-016020,s-0088,eco-0407,1.62,7,2021-03-12
v-016021,s-0186,eco-0339,0.47,11,2021-07-02
v-016022,s-0134,eco-0085,2.97,9,2021-07-28
v-016023,s-0057,eco-0378,11.05,48,2021-04-03
v-016024,s-0184,eco-0373,2.82,11,2021-10-11
v-016025,s-0187,eco-0377,2.38,8,2021-04-27
v-016026,s-0112,eco-0046,1.42,10,2021-07-21
v-016027,s-0013,eco-0308,2.34,11,2021-02-28
v-016028,s-0157,eco-0094,1.55,12,2021-10-21
v-016029,s-0114,eco-0407,2.11,9,2021-05-10
v-016030,s-0119,eco-0130,11.14,43,2021-06-08
v-016031,s-0105,eco-0426,0.68,8,2021-05-26
v-016032,s-0101,eco-0343,10.49,46,2021-10-08
v-016033,s-0131,eco-0072,2.52,13,2021-04-09
v-016034,s-0008,eco-0311,2.02,10,2021-01-17
v-016035,s-0148,eco-0064,8.84,45,2021-09-02
v-016036,s-0172,eco-0478,0.47,13,2021-09-09
v-016037,s-0110,eco-0294,11.32,47,2021-02-22
v-016038,s-0181,eco-0330,2.56,12,2021-02-17
v-016039,s-0110,eco-0239,2.13,7,2021-12-17
v-016040,s-0115,eco-0467,1.98,13,2021-07-09
v-016041,s-0186,eco-0399,0.89,11,2021-02-04
v-016042,s-0046,eco-0176,4.9,41,2021-09-28
v-016043,s-0187,eco-0291,15.86,43,2021-01-17
v-016044,s-0176,eco-0289,11.89,43,2021-03-15
v-016045,s-0036,eco-0381,1.99,7,2021-12-19
v-016046,s-0189,eco-0233,5.31,48,2021-12-25
v-016047,s-0081,eco-0324,2.84,11,2021-12-13
v-016048,s-0047,eco-0193,1.4,13,2021-01-02
v-016049,s-0189,eco-0252,13.4,43,2021-08-15
v-016050,s-0160,eco-0106,12.2,37,2021-05-29
v-016051,s-0131,eco-0103,10.44,40,2021-08-08
v-016052,s-0108,eco-0186,4.14,8,2021-07-08
v-016053,s-0157,eco-0441,1.94,11,2021-09-29
v-016054,s-0181,eco-0222,2.94,48,2021-02-01
v-016055,s-0059,eco-0402,4.61,11,2021-10-17
v-016056,s-0110,eco-0023,1.06,8,2021-12-12
v-016057,s-0062,eco-0361,1.76,9,2021-02-27
v-016058,s-0140,eco-0470,1.22,11,2021-06-16
v-016059,s-0157,eco-0154,2.54,7,2021-02-02
v-016060,s-0056,eco-0496,11.3,45,2021-04-13
v-016061,s-0170,eco-0469,11.55,46,2021-04-14
v-016062,s-0053,eco-0085,0.58,7,2021-04-22
v-016063,s-0185,eco-0060,2.21,10,2021-12-27
v-016064,s-0028,eco-0183,2.33,9,2021-10-19
v-016065,s-0046,eco-0193,6.49,43,2021-09-05
v-016066,s-0175,eco-0071,2.38,7,2021-11-16
v-016067,s-0044,eco-0245,2.59,7,2021-11-07
v-016068,s-0049,eco-0207,2.15,8,2021-02-28
v-016069,s-0139,eco-0355,22.34,50,2021-10-16
v-016070,s-0147,eco-0250,3.18,9,2021-02-08
v-016071,s-0179,eco-0177,1.71,9,2021-10-06
v-016072,s-0183,eco-0025,0.04,11,2021-02-28
v-016073,s-0036,eco-0491,0.6,10,2021-04-30
v-016074,s-0113,eco-0347,16.87,46,2021-07-11
v-016075,s-0127,eco-0044,0.52,12,2021-01-01
v-016076,s-0043,eco-0402,1.67,8,2021-10-19
v-016077,s-0052,eco-0228,1.63,13,2021-02-13
v-016078,s-0136,eco-0234,3.96,10,2021-11-10
v-016079,s-0001,eco-0465,1.84,7,2021-07-02
v-016080,s-0151,eco-0400,11.45,41,2021-06-24
v-016081,s-0103,eco-0255,1.05,11,2021-10-11
v-016082,s-0144,eco-0115,1.38,9,2021-04-24
v-016083,s-0183,eco-0003,2.69,11,2021-06-01
v-016084,s-0047,eco-0038,5.49,53,2021-12-26
v-016085,s-0107,eco-0084,1.21,8,2021-11-07
v-016086,s-0093,eco-0390,1.41,11,2021-10-23
v-016087,s-0056,eco-0389,2.83,10,2021-10-14
v-016088,s-0082,eco-0137,2.21,10,2021-09-27
v-016089,s-0103,eco-0387,14.84,47,2021-04-02
v-016090,s-0197,eco-0400,1.97,10,2021-03-19
v-016091,s-0021,eco-0200,3.34,8,2021-06-08
v-016092,s-0188,eco-0252,14.27,45,2021-09-25
v-016093,s-0191,eco-0274,0.43,10,2021-03-19
v-016094,s-0123,eco-0256,1.66,14,2021-12-05
v-016095,s-0043,eco-0024,15.09,47,2021-07-15
v-016096,s-0120,eco-0137,10.94,46,2021-10-02
v-016097,s-0064,eco-0003,1.79,12,2021-12-22
v-016098,s-0166,eco-0286,0.93,8,2021-04-22
v-016099,s-0135,eco-0096,0.03,8,2021-04-02
v-016100,s-0188,eco-0237,2.25,10,2021-01-12
v-016101,s-0113,eco-0096,0.84,9,2021-06-30
v-016102,s-0087,eco-0434,1.71,8,2021-06-04
v-016103,s-0169,eco-0278,1.74,8,2021-06-12
v-016104,s-0051,eco-0479,6.61,46,2021-06-29
v-016105,s-0045,eco-0042,13.83,42,2021-03-21
v-016106,s-0082,eco-0487,10.87,42,2021-05-19
v-016107,s-0084,eco-0202,0.83,10,2021-11-25
v-016108,s-0109,eco-0261,2.1,11,2021-09-28
v-016109,s-0194,eco-0415,2.11,10,2021-11-10
v-016110,s-0037,eco-0171,11.98,57,2021-07-04
v-016111,s-0110,eco-0161,2.71,13,2021-04-21
v-016112,s-0079,eco-0260,2.18,9,2021-08-12
v-016113,s-0080,eco-0255,2.08,9,2021-12-24
v-016114,s-0070,eco-0030,2.79,9,2021-03-15
v-016115,s-0149,eco-0197,2.39,10,2021-05-12
v-016116,s-0061,eco-0298,2.69,12,2021-03-03
v-016117,s-0139,eco-0479,3.26,9,2021-05-27
v-016118,s-0186,eco-0430,2.15,15,2021-11-09
v-016119,s-0054,eco-0472,0.35,12,2021-09-07
v-016120,s-0181,eco-0015,0.45,8,2021-08-21
v-016121,s-0018,eco-0240,1.77,10,2021-09-19
v-016122,s-0182,eco-0252,13.94,52,2021-08-24
v-016123,s-0141,eco-0074,1.29,9,2021-05-17
v-016124,s-0010,eco-0005,0.83,9,2021-07-16
v-016125,s-0147,eco-0305,2.62,10,2021-11-02
v-016126,s-0071,eco-0366,14.42,51,2021-02-07
v-016127,s-0105,eco-0241,2.85,8,2021-07-13
v-016128,s-0126,eco-0146,1.5,12,2021-01-28
v-016129,s-0109,eco-0138,1.56,15,2021-03-31
v-016130,s-0062,eco-0093,13.22,40,2021-05-21
v-016131,s-0194,eco-0185,1.16,7,2021-06-18
v-016132,s-0122,eco-0338,1.47,10,2021-02-17
v-016133,s-0025,eco-0070,2.7,11,2021-03-26
v-016134,s-0194,eco-0375,15.94,47,2021-04-22
v-016135,s-0118,eco-0492,10.32,38,2021-01-07
v-016136,s-0117,eco-0026,6.96,44,2021-12-23
v-016137,s-0127,eco-0194,2.91,7,2021-03-09
v-016138,s-0147,eco-0261,3.33,10,2021-09-08
v-016139,s-0112,eco-0040,1.55,8,2021-03-21
v-016140,s-0147,eco-0189,6.74,42,2021-10-10
v-016141,s-0057,eco-0368,0.74,12,2021-02-28
v-016142,s-0157,eco-0245,2.76,8,2021-10-03
v-016143,s-0141,eco-0002,5.14,47,2021-12-02
v-016144,s-0135,eco-0188,1.34,8,2021-06-22
v-016145,s-0160,eco-0323,1.81,10,2021-03-28
v-016146,s-0126,eco-0027,1.29,7,2021-04-17
v-016147,s-0179,eco-0477,1.05,7,2021-08-25
v-016148,s-0029,eco-0075,1.1,11,2021-04-22
v-016149,s-0175,eco-0100,2.43,11,2021-01-15
v-016150,s-0144,eco-0100,13.33,46,2021-09-04
v-016151,s-0119,eco-0083,2.12,12,2021-12-27
v-016152,s-0181,eco-0306,2.02,9,2021-05-19
v-016153,s-0057,eco-0024,8.06,52,2021-03-15
v-016154,s-0140,eco-0123,6.02,38,2021-08-07
v-016155,s-0115,eco-0494,11.5,44,2021-12-07
v-016156,s-0107,eco-0344,2.43,10,2021-10-30
v-016157,s-0001,eco-0311,5.24,44,2021-09-17
v-016158,s-0072,eco-0173,14.27,44,2021-04-25
v-016159,s-0126,eco-0193,2.06,11,2021-09-08
v-016160,s-0183,eco-0082,1.39,11,2021-11-25
v-016161,s-0022,eco-0402,16.12,42,2021-08-30
v-016162,s-0113,eco-0338,2.09,8,2021-09-16
v-016163,s-0148,eco-0447,0.21,11,2021-02-04
v-016164,s-0001,eco-0183,3.98,10,2021-02-07
v-016165,s-0180,eco-0231,3.04,9,2021-06-02
v-016166,s-0129,eco-0313,1.44,6,2021-09-29
v-016167,s-0142,eco-0303,2.11,11,2021-04-22
v-016168,s-0013,eco-0165,11.78,55,2021-07-30
v-016169,s-0142,eco-0167,9.41,46,2021-02-27
v-016170,s-0126,eco-0276,2.88,9,2021-09-27
v-016171,s-0185,eco-0477,11.57,50,2021-06-18
v-016172,s-0055,eco-0079,1.27,12,2021-07-31
v-016173,s-0115,eco-0437,9.52,46,2021-07-11
v-016174,s-0079,eco-0089,1.57,7,2021-08-10
v-016175,s-0167,eco-0417,12.06,47,2021-12-29
v-016176,s-0120,eco-0443,1.16,7,2021-10-26
v-016177,s-0195,eco-0009,10.85,43,2021-12-04
v-016178,s-0005,eco-0271,2.06,7,2021-02-06
v-016179,s-0108,eco-0494,14.3,44,2021-12-06
v-016180,s-0072,eco-0151,1.74,10,2021-01-13
v-016181,s-0054,eco-0125,0.97,9,2021-03-20
v-016182,s-0144,eco-0210,3.49,8,2021-05-11
v-016183,s-0055,eco-0062,1.21,11,2021-12-21
v-016184,s-0187,eco-0227,2.82,11,2021-05-15
v-016185,s-0015,eco-0095,2.89,9,2021-09-04
v-016186,s-0176,eco-0272,2.46,12,2021-01-30
v-016187,s-0106,eco-0331,11.12,41,2021-02-24
v-016188,s-0018,eco-0248,2.46,8,2021-08-23
v-016189,s-0045,eco-0160,10.01,47,2021-05-17
v-016190,s-0052,eco-0207,2.66,5,2021-05-17
v-016191,s-0010,eco-0146,5.57,42,2021-08-13
v-016192,s-0043,eco-0220,0.33,7,2021-07-31
v-016193,s-0115,eco-0091,0.29,8,2021-11-25
v-016194,s-0111,eco-0087,2.54,9,2021-09-22
v-016195,s-0052,eco-0179,6.13,43,2021-08-02
v-016196,s-0119,eco-0445,1.17,10,2021-06-30
v-016197,s-0145,eco-0138,2.84,9,2021-04-11
v-016198,s-0001,eco-0174,1.85,11,2021-09-15
v-016199,s-0199,eco-0180,3.0,11,2021-09-28
v-016200,s-0087,eco-0018,14.64,46,2021-03-28
v-016201,s-0138,eco-0061,2.14,12,2021-04-15
v-016202,s-0083,eco-0358,8.77,50,2021-01-10
v-016203,s-0131,eco-0284,0.38,9,2021-09-12
v-016204,s-0070,eco-0450,1.41,10,2021-11-06
v-016205,s-0092,eco-0299,12.78,44,2021-01-30
v-016206,s-0002,eco-0498,2.24,10,2021-04-26
v-016207,s-0016,eco-0375,12.78,41,2021-11-30
v-016208,s-0189,eco-0372,3.23,12,2021-02-28
v-016209,s-0101,eco-0227,3.21,9,2021-01-08
v-016210,s-0180,eco-0307,2.18,9,2021-08-13
v-016211,s-0159,eco-0301,2.03,11,2021-12-12
v-016212,s-0192,eco-0176,2.15,9,2021-01-18
v-016213,s-0016,eco-0452,2.83,8,2021-06-16
v-016214,s-0148,eco-0495,0.66,11,2021-06-10
v-016215,s-0034,eco-0430,4.4,11,2021-03-07
